attack_first,defense_first,hp_first,name_first,sp_attack_first,sp_defense_first,attack_second,defense_second,hp_second,name_second,sp_attack_second,sp_defense_second,pokedex_number,winner_name
83,50,70,Rufflet,37,50,80,90,110,Walrein,95,90,627,Rufflet
55,40,35,Pikachu,50,50,110,90,85,Stoutland,45,90,508,Stoutland
165,75,64,Banette,93,83,30,30,40,Wingull,55,30,278,Wingull
25,25,28,Ralts,45,35,117,184,95,Avalugg,44,46,280,Ralts
95,85,65,Qwilfish,55,55,66,70,59,Pumpkaboo,44,55,710,Pumpkaboo
120,120,120,Arceus,120,120,105,125,50,Mawile,55,95,303,Mawile
90,80,55,Mimikyu,50,105,110,90,85,Stoutland,45,90,508,Stoutland
120,53,50,Hitmonlee,35,110,50,40,50,Swinub,30,30,106,Hitmonlee
60,95,50,Magneton,120,70,135,130,85,Gigalith,60,80,526,Gigalith
69,76,69,Lumineon,69,86,55,80,55,Sandygast,70,45,769,Sandygast
55,30,40,Starly,30,30,50,58,62,Litleo,73,54,396,Starly
70,45,58,Gible,40,45,85,42,60,Murkrow,85,42,443,Gible
85,60,79,Bibarel,55,60,145,67,72,Greninja,153,71,658,Greninja
65,65,70,Delcatty,55,55,120,100,100,Reshiram,150,120,301,Delcatty
73,70,85,Hypno,73,115,48,45,60,Drowzee,43,90,97,Hypno
109,105,95,Torterra,75,85,94,131,74,Ferrothorn,54,116,598,Ferrothorn
105,125,70,Crustle,65,75,100,120,75,Sandslash,25,65,28,Sandslash
60,75,60,Servine,60,75,90,50,65,Weepinbell,85,45,496,Servine
113,89,137,Lunala,137,107,103,80,75,Leavanny,70,80,792,Lunala
49,49,45,Bulbasaur,65,65,50,120,60,Magcargo,90,80,219,Magcargo
104,105,55,Huntail,94,75,90,45,1,Shedinja,30,30,367,Huntail
50,95,50,Cubone,40,50,52,60,78,Spritzee,63,65,682,Spritzee
100,70,90,Goodra,110,150,45,65,80,Grumpig,90,110,706,Goodra
50,40,50,Swinub,30,30,80,80,83,Pidgeot,135,80,220,Swinub
115,90,95,Incineroar,80,90,45,45,55,Wooper,25,25,727,Incineroar
85,51,77,Kricketune,55,51,105,115,72,Barbaracle,54,86,689,Barbaracle
70,30,48,Yungoos,30,30,80,70,75,Golbat,65,75,42,Golbat
65,45,50,Grovyle,85,65,100,100,100,Victini,100,100,494,Victini
90,115,65,Scrafty,45,115,55,50,50,Pidove,36,30,519,Pidove
110,60,88,Gumshoos,55,60,48,48,48,Ditto,48,48,132,Ditto
115,60,73,Zangoose,60,60,70,48,43,Phantump,50,60,708,Phantump
75,100,60,Metang,55,80,120,100,100,Reshiram,150,120,643,Reshiram
130,100,80,Latios,160,120,86,88,84,Empoleon,111,101,381,Latios
80,60,75,Furfrou,65,90,80,35,40,Mankey,35,45,676,Furfrou
74,74,80,Primarina,126,116,180,160,100,Groudon,150,90,383,Groudon
55,35,35,Poochyena,30,30,45,65,40,Mr. Mime,100,120,261,Poochyena
45,40,40,Fennekin,62,60,45,55,45,Snivy,45,55,495,Snivy
93,55,90,Pignite,70,55,83,68,111,Gastrodon,92,82,499,Pignite
45,45,55,Wooper,25,25,65,95,55,Seadra,95,45,194,Wooper
80,80,80,Vigoroth,55,55,95,95,95,Type: Null,95,95,772,Type: Null
120,90,125,Kyurem,170,100,131,95,126,Yveltal,131,98,717,Yveltal
92,65,80,Seaking,65,80,67,85,60,Whimsicott,77,75,547,Whimsicott
65,40,40,Zorua,80,40,90,45,61,Ninjask,50,50,570,Zorua
50,58,62,Litleo,73,54,50,100,60,Pelipper,95,70,279,Pelipper
45,55,30,Staryu,70,55,77,60,70,Galvantula,97,60,596,Galvantula
101,53,223,Guzzlord,97,53,60,40,45,Torchic,70,50,799,Guzzlord
20,35,55,Smeargle,20,45,54,53,53,Inkay,37,46,686,Inkay
72,35,50,Sandile,35,35,90,45,1,Shedinja,30,30,551,Sandile
89,71,83,Xurkitree,173,71,25,28,50,Cleffa,45,55,796,Xurkitree
85,140,70,Torkoal,85,70,93,55,90,Pignite,70,55,499,Pignite
73,70,85,Hypno,73,115,40,85,55,Togetic,80,105,97,Hypno
105,75,75,Octillery,105,75,100,120,80,Latias,140,150,380,Latias
20,65,35,Togepi,40,65,80,105,95,Miltank,40,70,175,Togepi
50,65,55,Alakazam,175,105,61,40,48,Croagunk,61,40,65,Alakazam
80,105,95,Miltank,40,70,95,85,90,Solrock,55,65,338,Solrock
45,35,40,Zubat,30,40,40,50,40,Seedot,30,30,273,Seedot
90,20,45,Carvanha,65,20,50,120,60,Magcargo,90,80,219,Magcargo
100,121,216,Zygarde,91,95,74,74,80,Primarina,126,116,718,Zygarde
69,69,60,Brionne,91,81,35,30,30,Gastly,100,35,92,Gastly
180,100,105,Rayquaza,180,100,40,48,52,Steenee,40,48,384,Rayquaza
75,30,35,Pikipek,30,30,65,67,74,Floette,125,128,731,Pikipek
50,40,50,Swinub,30,30,103,75,100,Shaymin,120,75,492,Shaymin
60,126,103,Audino,80,126,85,40,60,Drilbur,30,45,531,Audino
104,78,78,Charizard,159,115,120,120,120,Arceus,120,120,493,Arceus
63,47,63,Stunky,41,41,64,58,58,Quilava,80,65,434,Stunky
125,100,100,Mudsdale,55,85,90,85,90,Zapdos,125,90,145,Zapdos
100,125,100,Tangrowth,110,50,55,45,69,Foongus,55,55,590,Foongus
68,64,55,Turtwig,45,55,83,68,111,Gastrodon,92,82,423,Gastrodon
94,50,70,Mothim,94,50,66,68,64,Prinplup,81,76,394,Prinplup
137,37,71,Pheromosa,137,37,134,95,91,Dragonite,100,100,795,Pheromosa
55,85,116,Musharna,107,95,25,50,45,Kakuna,25,25,518,Musharna
65,48,66,Skiddo,62,57,100,95,75,Tauros,40,70,128,Tauros
65,60,70,Venomoth,90,75,80,50,60,Snubbull,40,40,209,Snubbull
40,80,60,Exeggcute,60,45,128,90,100,Meloetta,77,77,648,Meloetta
85,42,60,Murkrow,85,42,63,45,65,Tepig,45,45,498,Tepig
65,95,55,Seadra,95,45,85,125,50,Sableye,85,115,117,Seadra
82,57,47,Crabrawler,42,47,103,75,100,Shaymin,120,75,739,Crabrawler
80,65,65,Herdier,35,65,20,50,45,Mantyke,60,120,507,Herdier
60,126,103,Audino,80,126,100,70,80,Machoke,50,60,67,Machoke
81,97,86,Cradily,81,107,75,55,75,Sunflora,105,85,192,Sunflora
40,70,85,Mantine,80,140,100,70,90,Goodra,110,150,706,Goodra
63,45,65,Tepig,45,45,125,100,100,Mudsdale,55,85,498,Tepig
40,85,50,Shelmet,40,65,145,67,72,Greninja,153,71,658,Greninja
52,43,39,Cyndaquil,60,50,70,70,70,Castform,70,70,155,Cyndaquil
77,72,123,Aurorus,99,92,55,50,60,Venonat,40,55,699,Aurorus
60,95,50,Magneton,120,70,45,40,40,Pidgey,35,35,16,Pidgey
65,50,52,Deino,45,50,30,35,40,Budew,50,70,633,Deino
55,70,40,Klink,45,60,80,95,50,Bonsly,10,45,438,Bonsly
80,110,60,Marowak,50,80,90,80,85,Crobat,70,80,169,Crobat
104,78,78,Charizard,159,115,80,50,60,Snubbull,40,40,209,Snubbull
137,107,137,Solgaleo,113,89,60,70,100,Jellicent,85,105,791,Solgaleo
60,60,60,Spinda,60,60,50,45,40,Natu,70,45,177,Natu
120,130,80,Golem,55,65,48,54,62,Espurr,63,60,677,Espurr
120,90,100,Passimian,40,60,150,90,100,Kyogre,180,160,766,Passimian
165,75,64,Banette,93,83,38,33,44,Helioptile,61,43,354,Banette
45,40,40,Pidgey,35,35,80,70,70,Froslass,80,70,478,Froslass
78,73,110,Whiscash,76,71,130,80,110,Mamoswine,70,60,340,Whiscash
80,70,70,Froslass,80,70,35,55,50,Silcoon,25,25,478,Froslass
129,90,91,Terrakion,72,90,130,80,90,Machamp,65,85,68,Machamp
100,121,216,Zygarde,91,95,62,45,47,Grubbin,55,45,718,Zygarde
48,48,48,Ditto,48,48,84,70,70,Pupitar,65,70,247,Pupitar
30,30,60,Hoothoot,36,56,45,55,30,Staryu,70,55,163,Hoothoot
70,80,85,Noivern,97,80,104,71,76,Infernape,104,71,715,Noivern
35,40,25,Wimpod,20,30,98,63,75,Simisear,98,63,514,Simisear
90,55,52,Farfetch'd,58,62,40,50,70,Spheal,55,50,83,Farfetch'd
55,90,60,Chandelure,145,90,56,40,41,Froakie,62,44,656,Froakie
45,55,30,Staryu,70,55,35,40,38,Scatterbug,27,25,120,Staryu
110,150,59,Doublade,45,49,48,48,76,Shellos,57,62,422,Shellos
84,78,78,Typhlosion,109,85,130,115,55,Kingler,50,50,157,Typhlosion
58,57,67,Dedenne,81,67,100,89,60,Scolipede,55,69,702,Dedenne
100,70,90,Goodra,110,150,180,100,105,Rayquaza,180,100,706,Goodra
104,71,76,Infernape,104,71,40,50,40,Seedot,30,30,273,Seedot
80,102,70,Vespiquen,80,102,104,78,78,Charizard,159,115,6,Charizard
65,60,70,Venomoth,90,75,85,80,130,Lapras,85,95,131,Lapras
124,80,89,Golurk,55,80,55,45,45,Delibird,65,45,623,Golurk
120,65,70,Weavile,45,85,50,50,60,Lombre,60,70,271,Lombre
85,40,50,Cacnea,85,40,50,50,80,Cryogonal,95,135,615,Cryogonal
65,64,50,Totodile,44,48,30,32,40,Surskit,50,52,158,Totodile
80,90,85,Porygon2,105,95,70,40,70,Nuzleaf,60,40,233,Porygon2
45,160,35,Onix,30,45,90,130,100,Relicanth,45,65,95,Onix
95,90,50,Deoxys,95,90,65,64,50,Totodile,44,48,158,Totodile
64,58,58,Charmeleon,80,65,64,50,50,Larvitar,45,50,246,Larvitar
50,43,45,Fletchling,40,38,74,50,59,Golett,35,50,622,Golett
30,30,40,Wingull,55,30,40,70,85,Mantine,80,140,278,Wingull
132,77,97,Crabominable,62,67,50,35,65,Jynx,115,95,124,Jynx
165,60,97,Rampardos,65,50,64,60,68,Salazzle,111,60,409,Rampardos
71,70,75,Raticate,40,80,45,50,55,Skiploom,45,65,20,Raticate
30,40,45,Solosis,105,50,100,70,90,Goodra,110,150,706,Goodra
90,130,100,Relicanth,45,65,65,65,51,Vanillish,80,75,583,Vanillish
40,80,60,Exeggcute,60,45,38,39,44,Flabébé,61,79,102,Exeggcute
68,83,99,Tropius,72,87,105,125,70,Crustle,65,75,357,Tropius
131,95,126,Yveltal,131,98,105,75,105,Muk,65,100,717,Yveltal
50,95,50,Cubone,40,50,55,50,50,Pidove,36,30,519,Pidove
60,70,70,Cherrim,87,78,50,95,85,Togekiss,120,115,421,Cherrim
75,130,75,Uxie,75,130,45,135,30,Nosepass,45,90,480,Uxie
85,70,45,Pawniard,40,40,52,67,42,Binacle,39,56,688,Binacle
45,160,35,Onix,30,45,85,70,70,Marshtomp,60,70,259,Marshtomp
24,86,57,Bronzor,24,86,55,35,35,Poochyena,30,30,261,Poochyena
77,60,70,Galvantula,97,60,61,65,56,Chespin,48,45,596,Galvantula
100,115,70,Sudowoodo,30,65,60,60,60,Misdreavus,85,85,185,Sudowoodo
92,65,80,Seaking,65,80,48,48,48,Ditto,48,48,132,Ditto
120,90,125,Kyurem,170,100,25,50,45,Kakuna,25,25,646,Kyurem
100,115,70,Sudowoodo,30,65,35,30,40,Kadabra,120,70,185,Sudowoodo
65,65,51,Vanillish,80,75,65,50,52,Deino,45,50,583,Vanillish
63,45,65,Tepig,45,45,52,43,39,Cyndaquil,60,50,155,Cyndaquil
52,50,80,Vivillon,90,50,85,70,70,Marshtomp,60,70,259,Marshtomp
120,90,100,Passimian,40,60,77,72,123,Aurorus,99,92,766,Passimian
105,115,72,Barbaracle,54,86,53,48,50,Pansage,53,48,511,Pansage
60,32,45,Blitzle,50,32,60,85,78,Drampa,135,91,522,Blitzle
100,120,80,Latias,140,150,83,57,65,Electabuzz,95,85,125,Electabuzz
106,65,83,Toxicroak,86,65,68,64,55,Turtwig,45,55,387,Turtwig
50,40,50,Swinub,30,30,38,38,75,Chinchou,56,56,170,Chinchou
66,44,55,Buneary,44,56,55,60,60,Ribombee,95,70,427,Buneary
155,109,95,Gyarados,70,130,98,63,75,Simisear,98,63,130,Gyarados
80,65,65,Herdier,35,65,55,80,55,Sandygast,70,45,507,Herdier
60,60,60,Misdreavus,85,85,100,120,75,Sandslash,25,65,28,Sandslash
70,50,60,Beautifly,100,50,75,50,55,Staravia,40,40,397,Staravia
53,62,50,Clauncher,58,63,40,50,65,Duosion,125,60,692,Clauncher
120,100,70,Camerupt,145,105,51,53,53,Piplup,61,56,393,Piplup
55,30,40,Starly,30,30,95,95,75,Kingdra,95,95,230,Kingdra
50,150,50,Carbink,50,150,78,73,110,Whiscash,76,71,340,Whiscash
105,79,50,Hitmonchan,35,110,70,70,75,Oricorio,98,70,741,Oricorio
131,95,126,Yveltal,131,98,30,38,42,Bounsweet,30,38,717,Yveltal
45,160,35,Onix,30,45,45,55,30,Staryu,70,55,95,Onix
30,50,45,Chingling,65,50,49,49,45,Bulbasaur,65,65,1,Bulbasaur
35,40,25,Wimpod,20,30,75,70,65,Xatu,95,70,178,Xatu
48,76,74,Meowstic,83,81,53,48,50,Pansage,53,48,511,Pansage
70,70,75,Oricorio,98,70,45,35,40,Treecko,65,55,741,Oricorio
78,95,61,Quilladin,56,58,35,70,25,Magnemite,95,55,81,Magnemite
62,63,60,Ivysaur,80,80,73,70,85,Hypno,73,115,2,Ivysaur
30,30,40,Lotad,40,50,80,85,75,Vileplume,110,90,270,Lotad
76,64,85,Furret,45,55,70,55,55,Aipom,40,55,190,Aipom
65,110,95,Umbreon,60,130,77,60,70,Galvantula,97,60,596,Galvantula
150,90,100,Kyogre,180,160,50,50,50,Snorunt,50,50,382,Kyogre
93,67,103,Skuntank,71,61,50,80,100,Azumarill,60,80,184,Azumarill
90,20,45,Carvanha,65,20,30,42,30,Combee,30,42,415,Combee
50,40,50,Tympole,50,40,45,59,30,Venipede,30,39,535,Tympole
145,130,95,Salamence,120,90,125,70,75,Azelf,125,70,373,Salamence
110,80,90,Arcanine,100,80,95,75,105,Seismitoad,85,75,59,Arcanine
135,85,80,Aerodactyl,70,95,45,65,80,Grumpig,90,110,142,Aerodactyl
60,60,65,Persian,75,65,90,65,65,Fearow,61,61,22,Fearow
80,85,75,Vileplume,110,90,112,118,108,Hippowdon,68,72,450,Hippowdon
5,5,250,Chansey,35,105,65,70,60,Gloom,85,75,44,Gloom
160,110,50,Diancie,160,110,38,38,75,Chinchou,56,56,170,Chinchou
90,130,106,Lugia,90,154,115,85,115,Entei,90,75,249,Lugia
55,52,62,Heliolisk,109,94,90,70,70,Ariados,60,70,168,Ariados
80,55,75,Timburr,25,35,61,65,56,Chespin,48,45,650,Chespin
85,70,70,Marshtomp,60,70,15,20,20,Feebas,10,55,349,Feebas
40,35,40,Tentacool,50,100,80,100,40,Geodude,30,30,72,Tentacool
70,40,55,Cubchoo,60,40,70,45,140,Wigglytuff,85,50,40,Wigglytuff
87,63,75,Swanna,87,63,110,90,85,Stoutland,45,90,581,Swanna
101,53,223,Guzzlord,97,53,95,82,80,Garbodor,60,82,569,Garbodor
50,35,65,Jynx,115,95,100,60,60,Minior,100,60,124,Jynx
65,75,110,Reuniclus,125,85,100,100,100,Celebi,100,100,579,Reuniclus
90,120,65,Weezing,85,70,60,30,72,Makuhita,20,30,110,Weezing
75,80,95,Slowking,100,110,92,65,80,Seaking,65,80,119,Seaking
72,35,50,Sandile,35,35,120,79,80,Luxray,95,79,551,Sandile
105,75,75,Octillery,105,75,29,45,40,Burmy,29,45,412,Burmy
75,110,85,Palossand,100,75,53,48,50,Panpour,53,48,770,Palossand
65,60,130,Vaporeon,110,95,50,95,85,Togekiss,120,115,134,Vaporeon
98,63,75,Simisage,98,63,120,95,71,Genesect,120,95,512,Simisage
135,60,110,Excadrill,50,65,66,68,64,Prinplup,81,76,394,Prinplup
55,90,60,Chandelure,145,90,110,80,70,Scyther,55,80,123,Scyther
60,60,60,Mismagius,105,105,52,90,51,Comfey,82,110,429,Mismagius
84,70,70,Pupitar,65,70,66,68,64,Prinplup,81,76,394,Prinplup
45,65,40,Mr. Mime,100,120,50,100,60,Pelipper,95,70,279,Pelipper
87,60,46,Axew,30,40,100,60,90,Shiftry,90,60,275,Shiftry
85,70,114,Amoonguss,85,80,40,35,40,Tentacool,50,100,72,Tentacool
52,48,50,Psyduck,65,50,70,70,70,Castform,70,70,351,Castform
30,105,105,Darmanitan,140,105,45,59,30,Venipede,30,39,543,Venipede
115,60,70,Cacturne,115,60,65,95,40,Koffing,60,45,332,Cacturne
92,87,90,Nidoqueen,75,85,65,95,55,Seadra,95,45,31,Nidoqueen
90,20,45,Carvanha,65,20,60,60,50,Skrelp,60,60,690,Skrelp
65,40,45,Rockruff,30,40,123,67,75,Electivire,95,85,466,Electivire
75,75,78,Dartrix,70,70,147,90,76,Haxorus,60,70,723,Dartrix
110,130,65,Leafeon,60,65,115,90,95,Incineroar,80,90,727,Incineroar
55,99,40,Whirlipede,40,79,98,63,75,Simipour,98,63,544,Whirlipede
70,70,70,Castform,70,70,95,95,75,Kingdra,95,95,230,Kingdra
65,65,90,Slowpoke,40,40,38,39,44,Flabébé,61,79,79,Slowpoke
115,80,80,Unfezant,65,55,80,95,60,Klang,70,85,521,Unfezant
65,68,78,Florges,112,154,125,75,75,Sawk,30,75,539,Sawk
100,45,45,Trapinch,45,45,70,40,40,Riolu,35,40,447,Riolu
89,77,58,Tyrunt,45,45,57,40,46,Nidoran♂,40,40,32,Nidoran♂
82,78,80,Golduck,95,80,25,45,76,Munna,67,55,55,Golduck
75,30,35,Pikipek,30,30,50,45,40,Natu,70,45,177,Natu
160,80,80,Blaziken,130,80,115,60,73,Zangoose,60,60,257,Blaziken
100,115,60,Klinklang,70,85,110,60,88,Gumshoos,55,60,735,Gumshoos
70,45,55,Growlithe,70,50,72,35,50,Sandile,35,35,551,Sandile
45,48,70,Clefairy,60,65,20,50,45,Mantyke,60,120,35,Clefairy
85,125,50,Sableye,85,115,63,90,55,Swadloon,50,80,541,Swadloon
55,80,55,Sandygast,70,45,40,60,45,Swablu,40,75,333,Swablu
89,77,58,Tyrunt,45,45,110,60,88,Gumshoos,55,60,735,Gumshoos
75,150,80,Registeel,75,150,70,50,60,Beautifly,100,50,267,Beautifly
70,105,60,Claydol,70,120,40,50,65,Duosion,125,60,344,Claydol
45,45,55,Wooper,25,25,65,35,55,Buizel,60,30,418,Buizel
45,65,80,Grumpig,90,110,25,50,45,Kakuna,25,25,326,Grumpig
75,95,75,Serperior,75,95,100,70,80,Machoke,50,60,67,Machoke
64,45,41,Dratini,50,50,80,100,45,Honedge,35,37,679,Honedge
150,50,60,Aegislash,150,50,60,95,50,Magneton,120,70,681,Aegislash
50,37,41,Purrloin,50,37,100,122,85,Gourgeist,58,75,711,Gourgeist
72,35,50,Sandile,35,35,80,100,45,Honedge,35,37,679,Honedge
121,119,82,Tyrantrum,69,59,75,130,75,Uxie,75,130,697,Tyrantrum
80,100,40,Geodude,30,30,75,53,68,Sliggoo,83,113,705,Sliggoo
55,80,40,Beldum,35,60,80,100,45,Honedge,35,37,679,Honedge
30,55,50,Litwick,65,55,53,70,45,Sewaddle,40,60,540,Sewaddle
50,35,65,Jynx,115,95,140,95,105,Conkeldurr,55,65,124,Jynx
85,50,55,Trumbeak,40,50,131,100,70,Dhelmise,86,90,732,Trumbeak
60,65,85,Volcarona,135,105,70,120,120,Cresselia,75,130,488,Cresselia
75,90,50,Sandshrew,10,35,53,48,50,Pansear,53,48,513,Pansear
85,51,77,Kricketune,55,51,55,50,50,Pidove,36,30,519,Pidove
150,110,100,Swampert,95,110,107,122,88,Chesnaught,74,75,260,Swampert
62,63,60,Ivysaur,80,80,69,76,69,Lumineon,69,86,457,Lumineon
120,90,77,Druddigon,60,90,53,62,50,Mareanie,43,52,621,Druddigon
140,65,75,Archeops,112,65,145,88,70,Lucario,140,70,448,Lucario
45,40,59,Bidoof,35,40,120,90,125,Kyurem,170,100,646,Kyurem
47,52,55,Nidoran♀,40,40,80,100,40,Geodude,30,30,29,Nidoran♀
140,65,75,Archeops,112,65,45,40,40,Pidgey,35,35,16,Pidgey
65,110,95,Umbreon,60,130,75,60,75,Dewott,83,60,502,Dewott
55,30,40,Taillow,30,30,65,65,90,Slowpoke,40,40,276,Taillow
48,43,50,Barboach,46,41,90,70,70,Mightyena,60,60,339,Barboach
40,50,65,Duosion,125,60,125,52,100,Honchkrow,105,52,430,Honchkrow
105,115,72,Barbaracle,54,86,95,50,45,Anorith,40,50,689,Barbaracle
82,95,57,Charjabug,55,75,110,130,65,Leafeon,60,65,737,Charjabug
82,95,57,Charjabug,55,75,110,75,70,Sceptile,145,85,737,Charjabug
75,85,55,Roggenrola,25,25,120,53,50,Hitmonlee,35,110,524,Roggenrola
70,45,55,Growlithe,70,50,104,105,55,Huntail,94,75,58,Growlithe
62,67,70,Nidorina,55,55,45,59,30,Venipede,30,39,30,Nidorina
83,57,65,Electabuzz,95,85,84,78,78,Typhlosion,109,85,125,Electabuzz
50,145,58,Cofagrigus,95,105,92,87,90,Nidoqueen,75,85,31,Nidoqueen
50,45,40,Natu,70,45,40,80,60,Exeggcute,60,45,102,Exeggcute
55,30,40,Starly,30,30,75,115,100,Suicune,90,115,245,Suicune
55,55,55,Elgyem,85,55,105,85,85,Gurdurr,40,50,533,Gurdurr
147,90,76,Haxorus,60,70,30,35,45,Caterpie,20,20,612,Haxorus
80,90,30,Kabuto,55,45,84,65,61,Dragonair,70,70,148,Dragonair
50,91,44,Ferroseed,24,86,65,64,50,Totodile,44,48,158,Totodile
95,85,71,Vanilluxe,110,95,85,125,50,Sableye,85,115,584,Vanilluxe
45,20,115,Jigglypuff,45,25,50,95,85,Togekiss,120,115,39,Jigglypuff
185,115,80,Heracross,40,105,65,48,66,Skiddo,62,57,214,Heracross
45,35,40,Zubat,30,40,120,130,80,Golem,55,65,76,Golem
125,40,67,Cranidos,30,30,69,69,60,Brionne,91,81,729,Brionne
106,65,83,Toxicroak,86,65,86,88,84,Empoleon,111,101,454,Toxicroak
60,60,60,Spinda,60,60,50,95,50,Cubone,40,50,104,Cubone
75,115,70,Tapu Fini,95,130,80,70,75,Golbat,65,75,42,Golbat
85,95,80,Rhyhorn,30,30,136,94,65,Lopunny,54,96,428,Lopunny
62,80,60,Bayleef,63,80,55,35,40,Fomantis,50,35,153,Bayleef
145,67,72,Greninja,153,71,89,116,67,Bronzong,79,116,658,Greninja
65,68,78,Florges,112,154,89,116,67,Bronzong,79,116,437,Bronzong
80,95,60,Klang,70,85,70,65,80,Tentacruel,80,120,600,Klang
35,30,40,Kadabra,120,70,150,60,65,Absol,115,60,359,Absol
90,70,60,Kecleon,60,120,100,100,100,Jirachi,100,100,352,Kecleon
30,55,50,Litwick,65,55,50,70,60,Electrode,80,80,101,Electrode
30,38,42,Bounsweet,30,38,95,69,60,Arbok,65,79,24,Arbok
75,90,65,Dragalge,97,123,70,70,100,Dunsparce,65,65,206,Dunsparce
100,72,74,Carnivine,90,72,70,50,50,Mudkip,50,50,258,Mudkip
110,65,160,Snorlax,65,110,145,67,72,Greninja,153,71,658,Greninja
95,80,60,Parasect,60,80,180,100,105,Rayquaza,180,100,384,Rayquaza
92,65,80,Seaking,65,80,85,60,60,Combusken,85,60,119,Seaking
110,125,75,Kommo-o,100,105,130,80,110,Mamoswine,70,60,473,Mamoswine
29,131,43,Cosmoem,29,131,75,180,95,Slowbro,130,80,80,Slowbro
61,65,56,Chespin,48,45,40,100,35,Omanyte,90,55,138,Omanyte
90,90,70,Darkrai,135,90,75,115,70,Tapu Fini,95,130,788,Tapu Fini
65,45,76,Chatot,92,42,120,75,80,Toucannon,75,75,441,Chatot
125,100,75,Armaldo,70,80,40,85,55,Togetic,80,105,348,Armaldo
59,58,59,Braixen,90,70,58,44,44,Chimchar,58,44,390,Chimchar
83,50,70,Rufflet,37,50,80,85,75,Vileplume,110,90,627,Rufflet
75,60,55,Emolga,75,60,100,63,75,Zebstrika,80,63,587,Emolga
45,50,55,Skiploom,45,65,150,140,70,Scizor,65,100,212,Scizor
40,85,50,Shelmet,40,65,82,45,60,Krokorok,45,45,552,Krokorok
95,60,75,Cinccino,65,60,90,140,60,Lairon,50,50,573,Cinccino
120,90,125,Kyurem,170,100,100,200,80,Regirock,50,100,646,Kyurem
100,95,75,Tauros,40,70,45,50,55,Skiploom,45,65,128,Tauros
125,40,67,Cranidos,30,30,65,34,45,Shinx,40,34,403,Shinx
100,63,75,Zebstrika,80,63,150,70,106,Mewtwo,194,120,523,Zebstrika
60,40,45,Torchic,70,50,53,48,50,Pansage,53,48,255,Torchic
40,50,40,Seedot,30,30,50,40,50,Swinub,30,30,220,Swinub
40,60,45,Swablu,40,75,48,48,48,Ditto,48,48,333,Swablu
63,37,45,Elekid,65,55,105,60,60,Zoroark,120,60,571,Zoroark
63,80,59,Wartortle,65,80,80,70,85,Porygon-Z,135,75,8,Wartortle
65,75,110,Reuniclus,125,85,30,15,90,Igglybuff,40,20,174,Igglybuff
60,50,60,Deerling,40,50,66,44,55,Buneary,44,56,427,Buneary
100,100,100,Victini,100,100,90,45,1,Shedinja,30,30,494,Victini
125,80,120,Bewear,55,60,124,78,95,Pangoro,69,71,760,Bewear
100,100,100,Celebi,100,100,52,168,60,Bastiodon,47,138,251,Celebi
80,65,65,Herdier,35,65,60,32,45,Blitzle,50,32,522,Blitzle
123,67,75,Electivire,95,85,50,43,45,Fletchling,40,38,466,Electivire
85,69,60,Watchog,60,69,103,80,75,Leavanny,70,80,542,Leavanny
80,50,80,Grimer,40,50,80,110,60,Marowak,50,80,105,Marowak
85,60,60,Swellow,75,50,65,70,60,Gloom,85,75,44,Gloom
55,35,40,Fomantis,50,35,135,85,80,Aerodactyl,70,95,142,Aerodactyl
55,30,10,Diglett,35,45,70,65,80,Tentacruel,80,120,50,Diglett
55,99,40,Whirlipede,40,79,82,64,71,Purugly,64,59,432,Purugly
70,65,60,Roserade,125,105,55,39,45,Patrat,35,39,504,Patrat
130,115,55,Kingler,50,50,80,90,85,Porygon2,105,95,233,Porygon2
50,70,60,Dustox,50,90,72,90,91,Keldeo,129,90,647,Keldeo
85,60,60,Combusken,85,60,115,85,115,Entei,90,75,244,Entei
45,70,60,Pachirisu,45,90,55,75,70,Vullaby,45,65,629,Vullaby
23,48,95,Wynaut,23,48,65,40,40,Zorua,80,40,570,Zorua
160,100,150,Slaking,95,65,100,100,100,Jirachi,100,100,385,Jirachi
130,80,110,Mamoswine,70,60,90,70,60,Kecleon,60,120,473,Mamoswine
38,39,44,Flabébé,61,79,72,48,48,Unown,72,48,201,Unown
35,40,35,Hoppip,35,55,35,30,30,Gastly,100,35,92,Gastly
45,40,40,Fennekin,62,60,45,40,40,Pidgey,35,35,16,Pidgey
35,40,38,Scatterbug,27,25,95,82,80,Garbodor,60,82,569,Garbodor
40,60,60,Lampent,95,60,65,95,40,Koffing,60,45,608,Lampent
53,48,50,Panpour,53,48,85,70,45,Pawniard,40,40,624,Pawniard
45,70,60,Gothorita,75,85,70,40,70,Nuzleaf,60,40,274,Nuzleaf
45,20,115,Jigglypuff,45,25,65,45,76,Chatot,92,42,39,Jigglypuff
30,50,45,Chingling,65,50,20,55,50,Metapod,25,25,11,Metapod
55,30,10,Diglett,35,45,66,68,64,Prinplup,81,76,394,Prinplup
123,67,75,Electivire,95,85,50,43,45,Fletchling,40,38,466,Electivire
90,45,170,Wailord,90,45,70,45,55,Growlithe,70,50,321,Wailord
105,85,95,Exeggutor,125,75,35,30,30,Gastly,100,35,92,Gastly
75,105,65,Gligar,35,65,100,66,75,Ambipom,60,66,424,Ambipom
115,75,85,Lycanroc,55,75,90,140,75,Forretress,60,60,205,Forretress
46,34,35,Sentret,35,45,125,100,75,Armaldo,70,80,161,Sentret
